location_name,location_type,code,parent_code,island_group
Poblacion IX,Barangay,0016,021,Visayas
Polo,Barangay,0017,021,Visayas
San Isidro,Barangay,0018,021,Visayas
San Jose,Barangay,0019,021,Visayas
San Miguel,Barangay,0020,021,Visayas
Santa Cruz Nuevo,Barangay,0021,021,Visayas
Santa Cruz Viejo,Barangay,0022,021,Visayas
Santo Niño,Barangay,0023,021,Visayas
Tugas,Barangay,0025,021,Visayas
Bacong,Barangay,0001,022,Visayas
Bago,Barangay,0002,022,Visayas
Banga,Barangay,0003,022,Visayas
Cabulotan,Barangay,0004,022,Visayas
Cambaye,Barangay,0005,022,Visayas
Dalaupon,Barangay,0006,022,Visayas
Guincalaban,Barangay,0007,022,Visayas
Ilaya-Tayasan,Barangay,0008,022,Visayas
Jilabangan,Barangay,0009,022,Visayas
Lag-it,Barangay,0010,022,Visayas
Linao,Barangay,0011,022,Visayas
Lutay,Barangay,0012,022,Visayas
Maglihe,Barangay,0013,022,Visayas
Matauta,Barangay,0014,022,Visayas
Magtuhao,Barangay,0015,022,Visayas
Matuog,Barangay,0016,022,Visayas
Numnum,Barangay,0017,022,Visayas
Palaslan,Barangay,0018,022,Visayas
Pindahan,Barangay,0019,022,Visayas
Pinalubngan,Barangay,0020,022,Visayas
Pinocawan,Barangay,0021,022,Visayas
Poblacion,Barangay,0022,022,Visayas
Santa Cruz,Barangay,0023,022,Visayas
Saying,Barangay,0024,022,Visayas
Suquib,Barangay,0025,022,Visayas
Tamao,Barangay,0026,022,Visayas
Tambulan,Barangay,0027,022,Visayas
Tanlad,Barangay,0028,022,Visayas
Apolong,Barangay,0001,023,Visayas
Balabag East,Barangay,0002,023,Visayas
Balabag West,Barangay,0003,023,Visayas
Balayagmanok,Barangay,0004,023,Visayas
Balili,Barangay,0005,023,Visayas
Balugo,Barangay,0006,023,Visayas
Bongbong,Barangay,0007,023,Visayas
Bong-ao,Barangay,0008,023,Visayas
Calayugan,Barangay,0009,023,Visayas
Cambucad,Barangay,0010,023,Visayas
Dobdob,Barangay,0011,023,Visayas
Jawa,Barangay,0012,023,Visayas
Caidiocan,Barangay,0013,023,Visayas
Liptong,Barangay,0014,023,Visayas
Lunga,Barangay,0015,023,Visayas
Malabo,Barangay,0016,023,Visayas
Malaunay,Barangay,0017,023,Visayas
Mampas,Barangay,0018,023,Visayas
Palinpinon,Barangay,0019,023,Visayas
North Poblacion,Barangay,0020,023,Visayas
South Poblacion,Barangay,0021,023,Visayas
Puhagan,Barangay,0022,023,Visayas
Pulangbato,Barangay,0023,023,Visayas
Sagbang,Barangay,0024,023,Visayas
Bagawines,Barangay,0001,024,Visayas
Bairan,Barangay,0002,024,Visayas
Don Espiridion Villegas,Barangay,0003,024,Visayas
Guba,Barangay,0004,024,Visayas
Cabulihan,Barangay,0005,024,Visayas
Macapso,Barangay,0006,024,Visayas
Malangsa,Barangay,0007,024,Visayas
Molobolo,Barangay,0008,024,Visayas
Maglahos,Barangay,0009,024,Visayas
Pinocawan,Barangay,0010,024,Visayas
Poblacion,Barangay,0011,024,Visayas
Puan,Barangay,0012,024,Visayas
Tabon,Barangay,0013,024,Visayas
Tagbino,Barangay,0014,024,Visayas
Ulay,Barangay,0015,024,Visayas
Basac,Barangay,0001,025,Visayas
Calango,Barangay,0002,025,Visayas
Lotuban,Barangay,0003,025,Visayas
Malongcay Diot,Barangay,0004,025,Visayas
Maluay,Barangay,0005,025,Visayas
Mayabon,Barangay,0006,025,Visayas
Nabago,Barangay,0007,025,Visayas
Nasig-id,Barangay,0008,025,Visayas
Najandig,Barangay,0009,025,Visayas
Poblacion,Barangay,0010,025,Visayas
Balolong,Barangay,0001,001,Visayas
Bino-ongan,Barangay,0002,001,Visayas
Bitaug,Barangay,0003,001,Visayas
Bolot,Barangay,0004,001,Visayas
Camogao,Barangay,0005,001,Visayas
Cangmangki,Barangay,0006,001,Visayas
Libo,Barangay,0007,001,Visayas
Lomangcapan,Barangay,0008,001,Visayas
Lotloton,Barangay,0009,001,Visayas
Manan-ao,Barangay,0010,001,Visayas
Olave,Barangay,0011,001,Visayas
Parian,Barangay,0012,001,Visayas
Poblacion,Barangay,0013,001,Visayas
Tulapos,Barangay,0014,001,Visayas
Bagacay,Barangay,0001,002,Visayas
Balolang,Barangay,0002,002,Visayas
Basac,Barangay,0003,002,Visayas
Bintangan,Barangay,0004,002,Visayas
Bontod,Barangay,0005,002,Visayas
Cabulihan,Barangay,0006,002,Visayas
Calunasan,Barangay,0007,002,Visayas
Candigum,Barangay,0008,002,Visayas
Cang-allas,Barangay,0009,002,Visayas
Cang-apa,Barangay,0010,002,Visayas
Cangbagsa,Barangay,0011,002,Visayas
Cangmalalag,Barangay,0012,002,Visayas
Canlambo,Barangay,0013,002,Visayas
Canlasog,Barangay,0014,002,Visayas
Catamboan,Barangay,0015,002,Visayas
Helen,Barangay,0016,002,Visayas
Nonoc,Barangay,0017,002,Visayas
North Poblacion,Barangay,0018,002,Visayas
South Poblacion,Barangay,0019,002,Visayas
Ponong,Barangay,0020,002,Visayas
Sabang,Barangay,0021,002,Visayas
Sandugan,Barangay,0022,002,Visayas
Taculing,Barangay,0023,002,Visayas
Campalanas,Barangay,0001,003,Visayas
Cangclaran,Barangay,0002,003,Visayas
Cangomantong,Barangay,0003,003,Visayas
Capalasanan,Barangay,0004,003,Visayas
Catamboan ,Barangay,0005,003,Visayas
Gabayan,Barangay,0006,003,Visayas
Kimba,Barangay,0007,003,Visayas
Kinamandagan,Barangay,0008,003,Visayas
Lower Cabangcalan,Barangay,0009,003,Visayas
Nagerong,Barangay,0010,003,Visayas
Po-o,Barangay,0011,003,Visayas
Simacolong,Barangay,0012,003,Visayas
Tagmanocan,Barangay,0013,003,Visayas
Talayong,Barangay,0014,003,Visayas
Tigbawan ,Barangay,0015,003,Visayas
Tignao,Barangay,0016,003,Visayas
Upper Cabangcalan,Barangay,0017,003,Visayas
Ytaya,Barangay,0018,003,Visayas
Bogo,Barangay,0001,004,Visayas
Bonga,Barangay,0002,004,Visayas
Cabal-asan,Barangay,0003,004,Visayas
Calunasan,Barangay,0004,004,Visayas
Candaping A,Barangay,0005,004,Visayas
Candaping B,Barangay,0006,004,Visayas
Cantaroc A,Barangay,0007,004,Visayas
Cantaroc B,Barangay,0008,004,Visayas
Cantugbas,Barangay,0009,004,Visayas
Lico-an,Barangay,0010,004,Visayas
Lilo-an,Barangay,0011,004,Visayas
Looc,Barangay,0012,004,Visayas
Logucan,Barangay,0013,004,Visayas
Minalulan,Barangay,0014,004,Visayas
Nabutay,Barangay,0015,004,Visayas
Olang,Barangay,0016,004,Visayas
Pisong A,Barangay,0017,004,Visayas
Pisong B,Barangay,0018,004,Visayas
Poblacion Norte,Barangay,0019,004,Visayas
Poblacion Sur,Barangay,0020,004,Visayas
Saguing,Barangay,0021,004,Visayas
Sawang,Barangay,0022,004,Visayas
Canasagan,Barangay,0001,005,Visayas
Candura,Barangay,0002,005,Visayas
Cangmunag,Barangay,0003,005,Visayas
Cansayang,Barangay,0004,005,Visayas
Catulayan,Barangay,0005,005,Visayas
Lala-o,Barangay,0006,005,Visayas
Maite,Barangay,0007,005,Visayas
Napo,Barangay,0008,005,Visayas
Paliton,Barangay,0009,005,Visayas
Poblacion,Barangay,0010,005,Visayas
Solangon,Barangay,0011,005,Visayas
Tag-ibo,Barangay,0012,005,Visayas
Tambisan,Barangay,0013,005,Visayas
Timbaon,Barangay,0014,005,Visayas
Tubod,Barangay,0015,005,Visayas
Banban,Barangay,0001,006,Visayas
Bolos,Barangay,0002,006,Visayas
Caipilan,Barangay,0003,006,Visayas
Caitican,Barangay,0004,006,Visayas
Calalinan,Barangay,0005,006,Visayas
Cang-atuyom,Barangay,0006,006,Visayas
Canal,Barangay,0007,006,Visayas
Candanay Norte,Barangay,0008,006,Visayas
Candanay Sur,Barangay,0009,006,Visayas
Cang-adieng,Barangay,0010,006,Visayas
Cang-agong,Barangay,0011,006,Visayas
Cang-alwang,Barangay,0012,006,Visayas
Cang-asa,Barangay,0013,006,Visayas
Cang-inte,Barangay,0014,006,Visayas
Cang-isad,Barangay,0015,006,Visayas
Canghunoghunog,Barangay,0016,006,Visayas
Cangmatnog,Barangay,0017,006,Visayas
Cangmohao,Barangay,0018,006,Visayas
Cantabon,Barangay,0019,006,Visayas
Caticugan,Barangay,0020,006,Visayas
Dumanhog,Barangay,0021,006,Visayas
Ibabao,Barangay,0022,006,Visayas
Lambojon,Barangay,0023,006,Visayas
Luyang,Barangay,0024,006,Visayas
Luzong,Barangay,0025,006,Visayas
Olo,Barangay,0026,006,Visayas
Pangi,Barangay,0027,006,Visayas
Panlautan,Barangay,0028,006,Visayas
Pasihagon,Barangay,0029,006,Visayas
Pili,Barangay,0030,006,Visayas
Poblacion,Barangay,0031,006,Visayas
Polangyuta,Barangay,0032,006,Visayas
Ponong,Barangay,0033,006,Visayas
Sabang,Barangay,0034,006,Visayas
San Antonio,Barangay,0035,006,Visayas
Songculan,Barangay,0036,006,Visayas
Tacdog,Barangay,0037,006,Visayas
Tacloban,Barangay,0038,006,Visayas
Tambisan,Barangay,0039,006,Visayas
Tebjong,Barangay,0040,006,Visayas
Tinago,Barangay,0041,006,Visayas
Tongo,Barangay,0042,006,Visayas
Aguinaldo,Barangay,0001,001,Visayas
Balud ,Barangay,0002,001,Visayas
Bato,Barangay,0003,001,Visayas
Beri,Barangay,0004,001,Visayas
Bigo,Barangay,0005,001,Visayas
Buenavista,Barangay,0006,001,Visayas
Cagsalay,Barangay,0008,001,Visayas
Campacion,Barangay,0009,001,Visayas
Carapdapan,Barangay,0010,001,Visayas
Casidman,Barangay,0011,001,Visayas
Catumsan,Barangay,0013,001,Visayas
Central ,Barangay,0014,001,Visayas
Concepcion,Barangay,0015,001,Visayas
Garden ,Barangay,0016,001,Visayas
Inayawan,Barangay,0017,001,Visayas
Macarthur,Barangay,0020,001,Visayas
Rawis ,Barangay,0022,001,Visayas
Tangbo,Barangay,0024,001,Visayas
Tawagan,Barangay,0025,001,Visayas
Tebalawon,Barangay,0026,001,Visayas
Bacjao,Barangay,0001,002,Visayas
Cag-olango,Barangay,0002,002,Visayas
Cansumangcay,Barangay,0003,002,Visayas
Guinmaayohan,Barangay,0004,002,Visayas
Barangay Poblacion I,Barangay,0005,002,Visayas
Barangay Poblacion II,Barangay,0006,002,Visayas
Barangay Poblacion III,Barangay,0007,002,Visayas
Barangay Poblacion IV,Barangay,0008,002,Visayas
Barangay Poblacion V,Barangay,0009,002,Visayas
Barangay Poblacion VI,Barangay,0010,002,Visayas
San Miguel,Barangay,0011,002,Visayas
Santa Rosa,Barangay,0012,002,Visayas
Maybunga,Barangay,0013,002,Visayas
Balogo,Barangay,0001,003,Visayas
Bangon,Barangay,0002,003,Visayas
Cabay,Barangay,0004,003,Visayas
Caisawan,Barangay,0008,003,Visayas
Cantubi,Barangay,0009,003,Visayas
General Malvar,Barangay,0010,003,Visayas
Guinpoliran,Barangay,0011,003,Visayas
Julag,Barangay,0012,003,Visayas
Magsaysay,Barangay,0013,003,Visayas
Maramag,Barangay,0014,003,Visayas
